,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
471,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'kilometer_150000'}),0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
472,"frozenset({'nrOfPictures_0', 'abtest_test', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
473,"frozenset({'abtest_test', 'seller_privat', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3302,1.0,0.3302,1.0,1.0,0.0,inf
474,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
475,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
476,"frozenset({'abtest_test', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
477,frozenset({'abtest_test'}),"frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
478,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'fuelType_benzin'}),0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
479,"frozenset({'nrOfPictures_0', 'abtest_test', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
480,"frozenset({'abtest_test', 'seller_privat', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
481,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
482,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
483,"frozenset({'abtest_test', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
484,frozenset({'abtest_test'}),"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
485,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'abtest_test'})",frozenset({'seller_privat'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
486,"frozenset({'notRepairedDamage_nein', 'abtest_test', 'seller_privat'})",frozenset({'nrOfPictures_0'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
487,"frozenset({'nrOfPictures_0', 'abtest_test', 'seller_privat'})",frozenset({'notRepairedDamage_nein'}),0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
488,"frozenset({'notRepairedDamage_nein', 'abtest_test'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
489,"frozenset({'nrOfPictures_0', 'abtest_test'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
490,"frozenset({'abtest_test', 'seller_privat'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
491,frozenset({'abtest_test'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
492,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
493,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
494,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
495,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
496,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
497,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
498,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
499,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
500,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
501,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
502,"frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
503,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
504,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
505,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
506,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
507,"frozenset({'seller_privat', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
508,frozenset({'gearbox_manuell'}),"frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
509,frozenset({'kilometer_150000'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
510,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
511,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
512,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
513,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
514,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
515,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
516,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
517,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
518,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
519,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
520,"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
521,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
522,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
523,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
524,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
525,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
526,frozenset({'gearbox_manuell'}),"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
527,frozenset({'fuelType_benzin'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
528,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'seller_privat'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
529,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
530,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",frozenset({'gearbox_manuell'}),0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
531,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'notRepairedDamage_nein'}),0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
532,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
533,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
534,"frozenset({'notRepairedDamage_nein', 'seller_privat'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
535,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
536,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
537,frozenset({'notRepairedDamage_nein'}),"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
538,frozenset({'gearbox_manuell'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
539,"frozenset({'fuelType_benzin', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
540,"frozenset({'fuelType_benzin', 'seller_privat', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
541,"frozenset({'fuelType_benzin', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
542,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
543,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
544,"frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
545,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
546,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
547,"frozenset({'seller_privat', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
548,frozenset({'kilometer_150000'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
549,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",frozenset({'fuelType_benzin'}),0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
550,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
551,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
552,"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
553,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
554,"frozenset({'notRepairedDamage_nein', 'seller_privat'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
555,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
556,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
557,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
558,frozenset({'notRepairedDamage_nein'}),"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
559,frozenset({'fuelType_benzin'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
560,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})",frozenset({'gearbox_manuell'}),0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
561,"frozenset({'offerType_Angebot', 'abtest_control', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
562,"frozenset({'abtest_control', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'offerType_Angebot'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
563,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
564,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
565,"frozenset({'abtest_control', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
566,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
567,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
568,"frozenset({'offerType_Angebot', 'abtest_control', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
569,"frozenset({'abtest_control', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
570,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
571,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
572,"frozenset({'abtest_control', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
573,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
574,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
575,"frozenset({'offerType_Angebot', 'abtest_control', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
576,"frozenset({'notRepairedDamage_nein', 'abtest_control', 'nrOfPictures_0'})",frozenset({'offerType_Angebot'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
577,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
578,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
579,"frozenset({'notRepairedDamage_nein', 'abtest_control'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3438,1.0,0.3438,1.0,1.0,0.0,inf
580,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
581,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'abtest_test'})",frozenset({'gearbox_manuell'}),0.5144,0.7394,0.3796,0.7379471228615864,0.9980350593205118,-0.0007473599999999747,0.9944557863501488
